bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
Iram Javed,9,74,95.0,2,31,10,1,12.3,7.7,47.5,41.89,37.0
C Wickramasinghe,7,98,121.0,2,42,3,0,16.3,7.41,60.5,42.86,49.0
RK Whelan,2,90,99.0,2,50,5,0,15.0,6.6,49.5,55.56,45.0
H Durham,1,58,47.0,2,35,4,0,9.7,4.86,23.5,60.34,29.0
H Kala,1,90,48.0,2,54,0,0,15.0,3.2,24.0,60.0,45.0
H Karunaratne,9,127,143.0,2,46,4,1,21.2,6.76,71.5,36.22,63.5
H Kaushik,11,216,220.0,2,84,4,0,36.0,6.11,110.0,38.89,108.0
Tushar Imran,4,150,105.0,2,69,0,0,25.0,4.2,52.5,46.0,75.0
RJ Pierre,6,72,114.0,2,24,4,0,12.0,9.5,57.0,33.33,36.0
S Devata,1,8,9.0,2,3,4,2,1.3,6.75,4.5,37.5,4.0
MEMO Scott-Hayward,6,148,155.0,2,74,13,4,24.7,6.28,77.5,50.0,74.0
Ilyas Cetin,3,23,62.0,2,5,4,2,3.8,16.17,31.0,21.74,11.5
A van der Merwe,3,126,79.0,2,76,0,0,21.0,3.76,39.5,60.32,63.0
MJ Fisher,2,97,91.0,2,62,2,2,16.2,5.63,45.5,63.92,48.5
Mohammed Faraazuddin,5,84,125.0,2,17,0,0,14.0,8.93,62.5,20.24,42.0
Mohammed Jamadar,5,96,90.0,2,44,5,0,16.0,5.62,45.0,45.83,48.0
RM Hill,1,12,9.0,2,5,1,0,2.0,4.5,4.5,41.67,6.0
RM Magare,5,96,110.0,2,33,6,0,16.0,6.88,55.0,34.38,48.0
D Kalyankrishna,3,48,87.0,2,11,2,0,8.0,10.88,43.5,22.92,24.0
T Britton,1,24,21.0,2,11,1,0,4.0,5.25,10.5,45.83,12.0
T Chabila,8,114,138.0,2,63,15,0,19.0,7.26,69.0,55.26,57.0
MJ Ross,4,48,62.0,2,17,1,0,8.0,7.75,31.0,35.42,24.0
Sofia Mardones,4,64,100.0,2,23,9,8,10.7,9.38,50.0,35.94,32.0
MJ Suthar,4,48,94.0,2,17,2,0,8.0,11.75,47.0,35.42,24.0
IL Parks,1,6,8.0,2,6,8,0,1.0,8.0,4.0,100.0,3.0
IP Swaney,6,42,99.0,2,11,0,0,7.0,14.14,49.5,26.19,21.0
IW Budiarta,3,54,53.0,2,23,3,0,9.0,5.89,26.5,42.59,27.0
Alexandros Karvelas,3,73,87.0,2,30,1,1,12.2,7.15,43.5,41.1,36.5
S Cholasseri,3,66,90.0,2,29,7,2,11.0,8.18,45.0,43.94,33.0
CJ Connor,2,342,65.0,2,313,0,0,57.0,1.14,32.5,91.52,171.0
CJ Sayers,1,294,146.0,2,227,0,0,49.0,2.98,73.0,77.21,147.0
W Barresi,4,40,62.0,2,16,0,0,6.7,9.3,31.0,40.0,20.0
AA Hussein,2,37,55.0,2,13,3,1,6.2,8.92,27.5,35.14,18.5
H Sawaneh,3,42,42.0,2,25,2,0,7.0,6.0,21.0,59.52,21.0
Mohammad Zahid,1,153,108.0,2,104,0,3,25.5,4.24,54.0,67.97,76.5
AK Kitchen,3,36,46.0,2,17,1,0,6.0,7.67,23.0,47.22,18.0
AK Peters,7,120,121.0,2,62,6,0,20.0,6.05,60.5,51.67,60.0
Mohammed Awais,5,79,132.0,2,34,7,1,13.2,10.03,66.0,43.04,39.5
I Master,3,30,56.0,2,7,3,0,5.0,11.2,28.0,23.33,15.0
I Rodriguez,2,25,26.0,2,18,8,1,4.2,6.24,13.0,72.0,12.5
MK Lomror,11,90,127.0,2,22,4,0,15.0,8.47,63.5,24.44,45.0
MKGCP Lakshitha,2,72,65.0,2,32,0,0,12.0,5.42,32.5,44.44,36.0
MT Diaby,2,15,17.0,2,8,1,0,2.5,6.8,8.5,53.33,7.5
MLG Silva,1,11,1.0,2,11,1,0,1.8,0.55,0.5,100.0,5.5
MM Iqbal,2,60,60.0,2,26,0,0,10.0,6.0,30.0,43.33,30.0
MM Lanning,5,103,65.0,2,68,5,1,17.2,3.79,32.5,66.02,51.5
Rumaisa Jawad Nasir,2,36,56.0,2,9,2,0,6.0,9.33,28.0,25.0,18.0
Rupesh Singh,3,60,96.0,2,22,5,0,10.0,9.6,48.0,36.67,30.0
Ahmer Bin Nisar,5,30,48.0,2,7,2,0,5.0,9.6,24.0,23.33,15.0
V Atanasova,5,77,136.0,2,24,36,13,12.8,10.6,68.0,31.17,38.5
V Barboza,4,61,80.0,2,30,15,1,10.2,7.87,40.0,49.18,30.5
D Foxcroft,4,117,103.0,2,57,0,0,19.5,5.28,51.5,48.72,58.5
S Arachchige,2,24,26.0,2,9,0,0,4.0,6.5,13.0,37.5,12.0
CK Holder,2,176,136.0,2,117,2,2,29.3,4.64,68.0,66.48,88.0
CK Kapugedera,14,293,283.0,2,122,7,0,48.8,5.8,141.5,41.64,146.5
CK Tshuma,4,222,178.0,2,141,2,0,37.0,4.81,89.0,63.51,111.0
Ajaz Patel,2,30,25.0,2,12,0,0,5.0,5.0,12.5,40.0,15.0
Vishaul Singh,2,30,42.0,2,13,0,0,5.0,8.4,21.0,43.33,15.0
MR Montfort,1,18,25.0,2,8,3,0,3.0,8.33,12.5,44.44,9.0
MS Crane,3,338,255.0,2,189,0,2,56.3,4.53,127.5,55.92,169.0
CM Madsen,4,74,137.0,2,23,11,2,12.3,11.11,68.5,31.08,37.0
AC Dawson,6,240,207.0,2,110,5,0,40.0,5.18,103.5,45.83,120.0
VRB Arachchige,4,54,83.0,2,15,2,0,9.0,9.22,41.5,27.78,27.0
Hiba Shamshad,4,66,52.0,2,35,2,0,11.0,4.73,26.0,53.03,33.0
Humna Bilal,2,33,49.0,2,10,0,1,5.5,8.91,24.5,30.3,16.5
Hwanhee Lee,1,6,6.0,2,3,0,0,1.0,6.0,3.0,50.0,3.0
Hyejin Park,4,36,42.0,2,18,16,0,6.0,7.0,21.0,50.0,18.0
Rithika Sriram,3,67,72.0,2,23,16,1,11.2,6.45,36.0,34.33,33.5
RV Viraj,3,30,64.0,2,7,1,0,5.0,12.8,32.0,23.33,15.0
RW Staple,1,60,76.0,2,23,1,0,10.0,7.6,38.0,38.33,30.0
Ahmed Shehzad,12,170,178.0,2,59,0,1,28.3,6.28,89.0,34.71,85.0
HDRS Silva,2,73,83.0,2,29,7,1,12.2,6.82,41.5,39.73,36.5
HJ Darlington,4,90,95.0,2,38,3,0,15.0,6.33,47.5,42.22,45.0
HK Badani,2,63,52.0,2,30,0,0,10.5,4.95,26.0,47.62,31.5
Suman Ghimire,3,48,69.0,2,15,3,0,8.0,8.62,34.5,31.25,24.0
Hassan Nasir,3,60,52.0,2,31,3,0,10.0,5.2,26.0,51.67,30.0
Hassan Nawaz,4,36,65.0,2,6,0,0,6.0,10.83,32.5,16.67,18.0
Hayatullah Niazi,3,50,62.0,2,24,4,2,8.3,7.44,31.0,48.0,25.0
AC Brodin,2,31,30.0,2,20,10,1,5.2,5.81,15.0,64.52,15.5
D Doyle-Calle,3,18,16.0,2,12,7,0,3.0,5.33,8.0,66.67,9.0
D Dzimau,2,40,33.0,2,24,4,1,6.7,4.95,16.5,60.0,20.0
RSK Samson,1,12,14.0,2,6,0,0,2.0,7.0,7.0,50.0,6.0
Memoona Riaz,2,31,22.0,2,18,5,1,5.2,4.26,11.0,58.06,15.5
Mobashar Ashraf,2,24,24.0,2,13,0,0,4.0,6.0,12.0,54.17,12.0
Mohamed Coulibaly,4,43,73.0,2,18,8,2,7.2,10.19,36.5,41.86,21.5
V Kaverappa,1,24,36.0,2,11,0,0,4.0,9.0,18.0,45.83,12.0
AF Mapu,11,118,114.0,2,72,20,4,19.7,5.8,57.0,61.02,59.0
Ravinderpal Singh,3,25,29.0,2,12,1,0,4.2,6.96,14.5,48.0,12.5
Maaz Khan,5,66,124.0,2,17,2,0,11.0,11.27,62.0,25.76,33.0
Madeeha Zuberi,5,69,55.0,2,33,6,0,11.5,4.78,27.5,47.83,34.5
Maira Khan,5,90,183.0,2,24,29,6,15.0,12.2,91.5,26.67,45.0
Malyun Hassan,3,44,32.0,2,27,7,2,7.3,4.36,16.0,61.36,22.0
Reon King,2,246,140.0,2,158,3,6,41.0,3.41,70.0,64.23,123.0
Raja Farzan,2,36,35.0,2,20,2,0,6.0,5.83,17.5,55.56,18.0
D Brevis,3,53,58.0,2,28,0,0,8.8,6.57,29.0,52.83,26.5
HP Rinke,5,96,112.0,2,47,1,0,16.0,7.0,56.0,48.96,48.0
Chinyenum George,2,26,28.0,2,12,0,0,4.3,6.46,14.0,46.15,13.0
Rabia Sahan,2,25,23.0,2,13,8,1,4.2,5.52,11.5,52.0,12.5
Mariam Waseem,1,19,24.0,2,5,6,7,3.2,7.58,12.0,26.32,9.5
Marina Iqbal,6,78,96.0,2,30,2,0,13.0,7.38,48.0,38.46,39.0
Mayank Dagar,8,137,203.0,2,44,1,0,22.8,8.89,101.5,32.12,68.5
Mayank Nagayach,7,150,192.0,2,56,3,0,25.0,7.68,96.0,37.33,75.0
Md Shafiqul Haque,1,18,25.0,2,5,0,0,3.0,8.33,12.5,27.78,9.0
AD Janakanthymala,2,67,47.0,2,38,0,1,11.2,4.21,23.5,56.72,33.5
Salman Fayyaz,3,38,61.0,2,12,2,0,6.3,9.63,30.5,31.58,19.0
Salman Patel,3,43,74.0,2,13,4,0,7.2,10.33,37.0,30.23,21.5
Salvin Stanly,5,66,102.0,2,21,8,0,11.0,9.27,51.0,31.82,33.0
K Sonavale,4,24,20.0,2,13,0,0,4.0,5.0,10.0,54.17,12.0
K Yadav,3,54,84.0,2,14,0,0,9.0,9.33,42.0,25.93,27.0
KJ McCartney,1,62,73.0,2,28,10,2,10.3,7.06,36.5,45.16,31.0
P Rathnayake,2,18,23.0,2,5,0,0,3.0,7.67,11.5,27.78,9.0
Zhang Xiangxue,4,48,45.0,2,27,7,0,8.0,5.62,22.5,56.25,24.0
Zhao Yihan,1,18,10.0,2,12,3,0,3.0,3.33,5.0,66.67,9.0
Zara Haider,1,13,15.0,2,6,2,1,2.2,6.92,7.5,46.15,6.5
Zayneb Fazil,5,88,117.0,2,44,18,0,14.7,7.98,58.5,50.0,44.0
KADM Fernando,1,42,13.0,2,36,1,0,7.0,1.86,6.5,85.71,21.0
A Bidari,1,24,17.0,1,13,2,0,4.0,4.25,17.0,54.17,24.0
KL Pulford,1,24,17.0,1,9,0,0,4.0,4.25,17.0,37.5,24.0
KL Rolton,2,120,57.0,1,98,0,0,20.0,2.85,57.0,81.67,120.0
Saeed Anwar,1,24,15.0,1,13,0,0,4.0,3.75,15.0,54.17,24.0
Saif Badar,1,12,15.0,1,5,1,0,2.0,7.5,15.0,41.67,12.0
TC Mataora,5,54,71.0,1,20,5,0,9.0,7.89,71.0,37.04,54.0
TCB Fernando,6,215,173.0,1,126,5,6,35.8,4.83,173.0,58.6,215.0
EGS Kana,1,11,12.0,1,5,0,0,1.8,6.55,12.0,45.45,11.0
Abdul Nasir,2,42,41.0,1,16,0,0,7.0,5.86,41.0,38.1,42.0
EP Thompson,2,42,60.0,1,19,3,0,7.0,8.57,60.0,45.24,42.0
Ebrahim Naseri,1,6,11.0,1,3,0,0,1.0,11.0,11.0,50.0,6.0
Abdul Salman Khan,2,30,37.0,1,13,2,0,5.0,7.4,37.0,43.33,30.0
Sajid Khan Afridi,3,42,76.0,1,12,3,0,7.0,10.86,76.0,28.57,42.0
A Chilia,3,60,52.0,1,31,5,0,10.0,5.2,52.0,51.67,60.0
A Curavic,1,6,11.0,1,3,0,0,1.0,11.0,11.0,50.0,6.0
KMC Bandara,2,66,94.0,1,22,1,0,11.0,8.55,94.0,33.33,66.0
K Nanno,3,30,30.0,1,13,5,0,5.0,6.0,30.0,43.33,30.0
D Busingye,1,18,19.0,1,5,2,0,3.0,6.33,19.0,27.78,18.0
V Pulibanti,1,12,15.0,1,5,2,0,2.0,7.5,15.0,41.67,12.0
V Subha,2,30,32.0,1,13,2,0,5.0,6.4,32.0,43.33,30.0
D Devnarain,8,117,127.0,1,55,4,3,19.5,6.51,127.0,47.01,117.0
D Dlamini,3,58,73.0,1,19,4,4,9.7,7.55,73.0,32.76,58.0
Cynthia Konadu,1,24,31.0,1,9,1,0,4.0,7.75,31.0,37.5,24.0
D Bhaskara,4,52,70.0,1,20,4,2,8.7,8.08,70.0,38.46,52.0
Raqibul Hasan,3,36,15.0,1,22,0,0,6.0,2.5,15.0,61.11,36.0
Raghav Dhawan,1,12,26.0,1,4,2,0,2.0,13.0,26.0,33.33,12.0
HR Johnson,2,66,69.0,1,37,1,6,11.0,6.27,69.0,56.06,66.0
Maryyam Ashraf,1,24,19.0,1,11,1,0,4.0,4.75,19.0,45.83,24.0
Matilda Fred,1,12,10.0,1,9,5,0,2.0,5.0,10.0,75.0,12.0
V Thari Thari,1,20,47.0,1,2,3,2,3.3,14.1,47.0,10.0,20.0
Salman Sharjeel,1,18,29.0,1,7,1,0,3.0,9.67,29.0,38.89,18.0
Ariful Haque,3,84,41.0,1,60,0,0,14.0,2.93,41.0,71.43,84.0
KDK Vithanage,6,189,150.0,1,107,1,3,31.5,4.76,150.0,56.61,189.0
Hasibul Hossain,3,103,121.0,1,62,4,1,17.2,7.05,121.0,60.19,103.0
Mansi Parmar,2,29,34.0,1,10,5,1,4.8,7.03,34.0,34.48,29.0
Haris Karim,2,24,53.0,1,4,1,0,4.0,13.25,53.0,16.67,24.0
Harmeet Singh (2),1,24,34.0,1,12,1,0,4.0,8.5,34.0,50.0,24.0
Haroon Shahid,1,18,31.0,1,6,1,0,3.0,10.33,31.0,33.33,18.0
Harprit Singh,2,18,32.0,1,6,1,0,3.0,10.67,32.0,33.33,18.0
Hasan Cakir,1,6,5.0,1,4,1,0,1.0,5.0,5.0,66.67,6.0
Charanjeet Singh,2,30,35.0,1,12,0,0,5.0,7.0,35.0,40.0,30.0
Raghu Sharma,2,48,60.0,1,12,0,0,8.0,7.5,60.0,25.0,48.0
Rahat Kazi,5,56,98.0,1,18,12,2,9.3,10.5,98.0,32.14,56.0
Rahel Khan,2,24,30.0,1,8,0,0,4.0,7.5,30.0,33.33,24.0
Rahima Yahaya,1,12,11.0,1,5,4,0,2.0,5.5,11.0,41.67,12.0
Rahimgul Naseri,4,66,94.0,1,25,0,0,11.0,8.55,94.0,37.88,66.0
Rahman Ademi,4,60,81.0,1,25,4,0,10.0,8.1,81.0,41.67,60.0
Raihan Hossain,3,50,67.0,1,16,3,2,8.3,8.04,67.0,32.0,50.0
D Bourne,2,30,32.0,1,16,6,0,5.0,6.4,32.0,53.33,30.0
Hazrat Luqman,2,36,60.0,1,14,2,0,6.0,10.0,60.0,38.89,36.0
V Viyaskanth,4,84,114.0,1,28,0,0,14.0,8.14,114.0,33.33,84.0
VE Tembo,3,37,83.0,1,9,4,1,6.2,13.46,83.0,24.32,37.0
Surya Tamang,2,90,78.0,1,55,3,0,15.0,5.2,78.0,61.11,90.0
Sweeta Corda,2,13,25.0,1,7,5,1,2.2,11.54,25.0,53.85,13.0
Raunaq Kapur,1,12,24.0,1,2,0,0,2.0,12.0,24.0,16.67,12.0
Rabia Iqbal,1,13,16.0,1,4,1,1,2.2,7.38,16.0,30.77,13.0
RS Williams,1,12,18.0,1,3,1,0,2.0,9.0,18.0,25.0,12.0
Mohammad Amin,2,12,18.0,1,5,0,0,2.0,9.0,18.0,41.67,12.0
Miriam Ehsun,1,18,23.0,1,9,5,0,3.0,7.67,23.0,50.0,18.0
V Jayant,4,49,76.0,1,13,2,2,8.2,9.31,76.0,26.53,49.0
AEMP Durayalage,1,24,28.0,1,13,7,0,4.0,7.0,28.0,54.17,24.0
AG Prince,5,108,50.0,1,74,2,0,18.0,2.78,50.0,68.52,108.0
Mohamed Shiyam,3,24,63.0,1,3,2,0,4.0,15.75,63.0,12.5,24.0
Razmal Shigiwal,1,18,19.0,1,7,0,0,3.0,6.33,19.0,38.89,18.0
CV Fernandes Torres,1,13,10.0,1,11,4,1,2.2,4.62,10.0,84.62,13.0
Rinitha Rajith,1,12,7.0,1,11,3,0,2.0,3.5,7.0,91.67,12.0
HK Olonga,2,50,29.0,1,34,1,8,8.3,3.48,29.0,68.0,50.0
HL Baker,2,78,77.0,1,27,4,0,13.0,5.92,77.0,34.62,78.0
HMHE Parsons,3,18,38.0,1,4,1,0,3.0,12.67,38.0,22.22,18.0
RT Ponting,11,156,91.0,1,109,2,0,26.0,3.5,91.0,69.87,156.0
Syed Amanullah,1,6,9.0,1,4,2,0,1.0,9.0,9.0,66.67,6.0
Syed Faizan Tahir,1,6,8.0,1,3,0,0,1.0,8.0,8.0,50.0,6.0
Ahmed Faiz,5,43,44.0,1,21,3,0,7.2,6.14,44.0,48.84,43.0
Mohammad Boota,2,18,23.0,1,8,0,0,3.0,7.67,23.0,44.44,18.0
HE van der Dussen,1,6,3.0,1,3,0,0,1.0,3.0,3.0,50.0,6.0
HK Kukreja,2,24,51.0,1,3,1,0,4.0,12.75,51.0,12.5,24.0
CR Smith,3,78,68.0,1,40,3,0,13.0,5.23,68.0,51.28,78.0
CR Suryawanshi,1,12,13.0,1,4,1,0,2.0,6.5,13.0,33.33,12.0
CS Terblanche,2,78,35.0,1,60,3,0,13.0,2.69,35.0,76.92,78.0
Sultan Ahmed,2,45,36.0,1,25,0,0,7.5,4.8,36.0,55.56,45.0
Sumit Singh,1,12,18.0,1,7,0,0,2.0,9.0,18.0,58.33,12.0
D Gamage,2,66,57.0,1,35,4,1,11.0,5.18,57.0,53.03,66.0
CK Hooper,2,67,88.0,1,34,5,0,11.2,7.88,88.0,50.75,67.0
CKB Kulasekara,5,249,160.0,1,153,2,3,41.5,3.86,160.0,61.45,249.0
Soung Seav,1,7,13.0,1,1,2,3,1.2,11.14,13.0,14.29,7.0
AB Mengoumou,2,31,70.0,1,7,2,1,5.2,13.55,70.0,22.58,31.0
Vishal Sharma,2,18,38.0,1,4,4,0,3.0,12.67,38.0,22.22,18.0
MR Dorgan,1,6,13.0,1,2,2,0,1.0,13.0,13.0,33.33,6.0
MS Dhoni,8,134,98.0,1,78,4,2,22.3,4.39,98.0,58.21,134.0
Akeem Jordan,2,66,56.0,1,45,4,0,11.0,5.09,56.0,68.18,66.0
Sukhkaran Sahi,3,33,54.0,1,6,1,0,5.5,9.82,54.0,18.18,33.0
Robiul Khan,1,18,26.0,1,8,2,0,3.0,8.67,26.0,44.44,18.0
CMG Atkins,3,72,31.0,1,55,0,0,12.0,2.58,31.0,76.39,72.0
AC Gilchrist,1,1,0.0,1,1,0,0,0.2,0.0,0.0,100.0,1.0
MV Boucher,1,9,6.0,1,6,0,1,1.5,4.0,6.0,66.67,9.0
VS Solanki,5,81,80.0,1,40,3,0,13.5,5.93,80.0,49.38,81.0
VVS Laxman,3,72,26.0,1,55,0,0,12.0,2.17,26.0,76.39,72.0
MM Sarwar,1,12,14.0,1,8,0,0,2.0,7.0,14.0,66.67,12.0
I Mwebaze,2,36,32.0,1,20,0,0,6.0,5.33,32.0,55.56,36.0
MMA Jonkman,1,24,21.0,1,15,2,0,4.0,5.25,21.0,62.5,24.0
MO Bacarese,2,48,32.0,1,25,1,0,8.0,4.0,32.0,52.08,48.0
I Bardis,1,7,12.0,1,2,1,1,1.2,10.29,12.0,28.57,7.0
Mohammad Hamza,2,42,79.0,1,14,3,0,7.0,11.29,79.0,33.33,42.0
Ahsan Ali,1,6,9.0,1,2,0,0,1.0,9.0,9.0,33.33,6.0
RR Beaton,2,102,102.0,1,47,5,0,17.0,6.0,102.0,46.08,102.0
RR Hendricks,6,71,105.0,1,23,1,0,11.8,8.87,105.0,32.39,71.0
RS Gavaskar,3,78,82.0,1,23,1,0,13.0,6.31,82.0,29.49,78.0
RS Ghosh,1,18,24.0,1,6,0,0,3.0,8.0,24.0,33.33,18.0
AISD Kainoco,2,25,36.0,1,10,5,1,4.2,8.64,36.0,40.0,25.0
HC Brook,6,145,105.0,1,94,0,1,24.2,4.34,105.0,64.83,145.0
HC Overdijk,1,12,11.0,1,5,1,0,2.0,5.5,11.0,41.67,12.0
RS Glen,5,48,68.0,1,13,1,0,8.0,8.5,68.0,27.08,48.0
D Mogan,3,72,116.0,1,23,1,0,12.0,9.67,116.0,31.94,72.0
S Basharat,2,25,22.0,1,12,3,1,4.2,5.28,22.0,48.0,25.0
S Biko,2,36,33.0,1,14,0,0,6.0,5.5,33.0,38.89,36.0
S Chanderpaul,6,194,126.0,1,118,2,0,32.3,3.9,126.0,60.82,194.0
CP Rizwan,5,58,50.0,1,35,3,0,9.7,5.17,50.0,60.34,58.0
D Igihozo,1,24,11.0,1,17,1,0,4.0,2.75,11.0,70.83,24.0
D Jamyansuren,1,25,60.0,1,3,2,1,4.2,14.4,60.0,12.0,25.0
Mosharraf Hossain,4,150,123.0,1,74,3,0,25.0,4.92,123.0,49.33,150.0
H Singh,3,24,44.0,1,5,1,0,4.0,11.0,44.0,20.83,24.0
H Virdee,1,12,26.0,1,4,0,0,2.0,13.0,26.0,33.33,12.0
HA Daluwatta,6,42,70.0,1,15,16,5,7.0,10.0,70.0,35.71,42.0
Mohammad Yousuf,1,1,0.0,1,1,0,0,0.2,0.0,0.0,100.0,1.0
Mohammad Zeeshan,4,80,134.0,1,28,4,2,13.3,10.05,134.0,35.0,80.0
Usman Rafiq,3,44,71.0,1,11,0,0,7.3,9.68,71.0,25.0,44.0
Umair Sharif,3,42,68.0,1,19,5,0,7.0,9.71,68.0,45.24,42.0
AK Muslar,1,24,36.0,1,7,1,0,4.0,9.0,36.0,29.17,24.0
Roopa Nagraj,2,30,26.0,1,19,3,0,5.0,5.2,26.0,63.33,30.0
CE Taylor,1,102,40.0,1,83,0,0,17.0,2.35,40.0,81.37,102.0
CG Campbell,1,18,42.0,1,8,5,0,3.0,14.0,42.0,44.44,18.0
CH Abeyratne,4,60,85.0,1,23,7,0,10.0,8.5,85.0,38.33,60.0
CH van Koolwijk,2,19,21.0,1,8,3,1,3.2,6.63,21.0,42.11,19.0
Sofia Araya,1,14,25.0,1,2,0,9,2.3,10.71,25.0,14.29,14.0
Sohaib Maqsood,6,67,62.0,1,31,1,1,11.2,5.55,62.0,46.27,67.0
Akramullah Malikzada,2,12,21.0,1,3,0,0,2.0,10.5,21.0,25.0,12.0
AA Jhunjhunwala,10,85,129.0,1,28,3,0,14.2,9.11,129.0,32.94,85.0
AA Kazi,1,12,21.0,1,2,1,0,2.0,10.5,21.0,16.67,12.0
AAM Eliane,3,54,77.0,1,17,9,0,9.0,8.56,77.0,31.48,54.0
MJ Tugaga,2,42,44.0,1,20,5,0,7.0,6.29,44.0,47.62,42.0
Alex Carthew,1,18,12.0,1,11,1,0,3.0,4.0,12.0,61.11,18.0
CJ Ana,3,55,62.0,1,36,16,1,9.2,6.76,62.0,65.45,55.0
IA Nicolson,1,44,74.0,1,17,0,2,7.3,10.09,74.0,38.64,44.0
IC Porel,1,24,39.0,1,10,2,0,4.0,9.75,39.0,41.67,24.0
AA Donald,3,150,133.0,1,91,5,1,25.0,5.32,133.0,60.67,150.0
W Matabwa,3,42,58.0,1,15,7,0,7.0,8.29,58.0,35.71,42.0
IH Romaine,5,80,90.0,1,29,0,1,13.3,6.75,90.0,36.25,80.0
MIW van den Raad,4,25,36.0,1,10,7,1,4.2,8.64,36.0,40.0,25.0
Ibrahim Kursad Dalyan,3,49,64.0,1,20,2,1,8.2,7.84,64.0,40.82,49.0
Ibrahim Rahimi,4,18,40.0,1,8,6,0,3.0,13.33,40.0,44.44,18.0
Ihsanullah Wafa,2,12,16.0,1,4,0,0,2.0,8.0,16.0,33.33,12.0
MJ Mindley,2,57,56.0,1,35,1,3,9.5,5.89,56.0,61.4,57.0
RLB Rambukwella,2,39,46.0,1,12,0,0,6.5,7.08,46.0,30.77,39.0
Syed Jawad Haider,1,18,28.0,1,7,2,0,3.0,9.33,28.0,38.89,18.0
T Bavuma,6,135,83.0,1,87,0,2,22.5,3.69,83.0,64.44,135.0
AL Mangue,2,37,71.0,1,8,5,2,6.2,11.51,71.0,21.62,37.0
Mudassir Iqbal,6,73,118.0,1,28,7,1,12.2,9.7,118.0,38.36,73.0
H Nguyen,4,54,73.0,1,23,15,4,9.0,8.11,73.0,42.59,54.0
H Pieterse,1,18,11.0,1,9,0,0,3.0,3.67,11.0,50.0,18.0
Muhammad Amin,2,30,39.0,1,12,5,0,5.0,7.8,39.0,40.0,30.0
Ugyen Dorji,3,42,56.0,1,19,9,0,7.0,8.0,56.0,45.24,42.0
ME Leoela,1,18,20.0,1,7,0,0,3.0,6.67,20.0,38.89,18.0
ME Sanuth,3,60,61.0,1,34,1,0,10.0,6.1,61.0,56.67,60.0
CA Reid,2,78,63.0,1,51,3,0,13.0,4.85,63.0,65.38,78.0
T Elikana,4,55,73.0,1,19,4,2,9.2,7.96,73.0,34.55,55.0
RL Bhudia,4,92,101.0,1,52,2,0,15.3,6.59,101.0,56.52,92.0
RL Blake,4,47,56.0,1,22,7,1,7.8,7.15,56.0,46.81,47.0
H Elder,2,31,32.0,1,18,5,1,5.2,6.19,32.0,58.06,31.0
H Gori,1,12,22.0,1,6,1,0,2.0,11.0,22.0,50.0,12.0
Muhammad Naeem,1,18,15.0,1,7,1,0,3.0,5.0,15.0,38.89,18.0
UKPW Kumaranayaka,3,60,72.0,1,25,2,0,10.0,7.2,72.0,41.67,60.0
D Nikolov,6,52,88.0,1,16,2,0,8.7,10.15,88.0,30.77,52.0
RJ Campbell,2,36,40.0,1,15,1,0,6.0,6.67,40.0,41.67,36.0
CC Blake,3,49,49.0,1,26,3,1,8.2,6.0,49.0,53.06,49.0
CD Barnwell,4,36,51.0,1,9,2,0,6.0,8.5,51.0,25.0,36.0
MG Kariata,1,30,31.0,1,16,1,0,5.0,6.2,31.0,53.33,30.0
W Kevin,1,6,9.0,1,1,1,0,1.0,9.0,9.0,16.67,6.0
T Henderson,3,60,71.0,1,27,0,0,10.0,7.1,71.0,45.0,60.0
T Hinds,2,26,54.0,1,8,5,0,4.3,12.46,54.0,30.77,26.0
Afif Khattak,1,18,23.0,1,9,1,0,3.0,7.67,23.0,50.0,18.0
S Khatiwada,1,12,1.0,1,11,0,0,2.0,0.5,1.0,91.67,12.0
S Khurana,1,12,10.0,1,9,5,0,2.0,5.0,10.0,75.0,12.0
Shujaat Rasool,2,17,15.0,1,9,1,0,2.8,5.29,15.0,52.94,17.0
Shukhtara Rahman,1,24,18.0,1,12,0,0,4.0,4.5,18.0,50.0,24.0
W Viraliliu,5,67,105.0,1,29,4,1,11.2,9.4,105.0,43.28,67.0
A Sathyan,1,12,16.0,1,6,4,0,2.0,8.0,16.0,50.0,12.0
Irshad Mubbashar,2,12,22.0,1,3,0,0,2.0,11.0,22.0,25.0,12.0
Simrah Mirza,3,51,84.0,1,7,7,9,8.5,9.88,84.0,13.73,51.0
Smruthi Radhakrishnan,3,72,85.0,1,31,3,1,12.0,7.08,85.0,43.06,72.0
Sneh Rana,2,60,68.0,1,31,1,0,10.0,6.8,68.0,51.67,60.0
S Hector,6,97,115.0,1,50,6,1,16.2,7.11,115.0,51.55,97.0
S Hongsi,2,18,35.0,1,5,2,0,3.0,11.67,35.0,27.78,18.0
W Mwayenga,2,72,83.0,1,35,2,0,12.0,6.92,83.0,48.61,72.0
Musheer Khan,1,12,27.0,1,1,0,0,2.0,13.5,27.0,8.33,12.0
Mustafa Atmaca,1,6,14.0,1,2,0,0,1.0,14.0,14.0,33.33,6.0
C Namugenyi,4,60,56.0,1,35,5,0,10.0,5.6,56.0,58.33,60.0
C Piparo,1,7,9.0,1,2,0,1,1.2,7.71,9.0,28.57,7.0
C Prathyusha,1,54,60.0,1,21,2,0,9.0,6.67,60.0,38.89,54.0
