bowler,format,cluster,wickets,economy,average,dot_pct
NM Lyon,ODI,6,29,4.92,46.0,50.55
ST Finn,T20I,0,29,7.36,19.28,48.03
SW Bates,ODI,6,29,5.01,43.45,53.84
MJ McClenaghan,T20I,5,29,7.74,27.14,41.48
K Juma,T20I,7,29,5.71,12.34,54.26
Ashwin Vinod,T20I,0,29,7.33,18.48,49.89
CN Greaves,ODI,0,29,5.46,20.55,49.77
Taijul Islam,ODI,1,29,4.73,23.79,54.57
KOK Williams,T20I,5,29,9.37,23.1,30.54
KC Brathwaite,Test,3,29,3.32,53.72,63.02
Adil Butt,T20I,0,29,7.87,17.97,48.87
Shafina Mahesh,T20I,0,29,5.99,20.76,54.39
Sufiyan Muqeem,PSL,0,29,7.88,18.52,37.9
Amjad Javed,T20I,0,29,6.93,13.9,46.13
L Filer,ODI,1,29,5.31,23.83,58.77
CR Brathwaite,T20I,5,29,8.71,32.66,32.36
A Mazvishaya,T20I,0,29,6.01,15.79,46.39
M Syrioti,T20I,7,29,5.57,16.59,54.05
L Moises,T20I,7,29,4.03,9.52,61.31
A Makri,T20I,7,29,6.09,16.97,54.02
AE Satterthwaite,ODI,1,29,4.73,28.66,52.66
S Rana,T20I,0,29,6.05,17.38,44.4
LE Plunkett,T20I,5,29,8.15,21.21,38.85
HMD Rasangika,T20I,0,29,6.79,17.21,41.27
G Coetzee,ODI,0,29,6.67,23.31,53.62
LK O'Reilly,T20I,0,29,6.09,15.86,45.03
Hasan Mahmud,ODI,6,29,5.97,30.72,57.03
Hasan Mahmud,T20I,5,29,7.8,23.21,42.08
Harbhajan Singh,T20I,0,28,6.2,21.75,40.58
Harshit Rana,ODI,0,28,6.22,25.43,51.09
HA Chohan,T20I,0,28,6.17,16.54,51.33
A Canning,T20I,1,28,5.38,25.29,55.32
DAJ Bracewell,ODI,1,28,4.99,30.18,59.25
Yash Thakur,IPL,5,28,10.34,27.5,33.33
DG Blampied,T20I,0,28,7.01,20.14,37.89
Yasir Shah,PSL,5,28,7.26,24.71,37.94
T Putthawong,ODI,7,28,3.69,15.39,66.71
T Tshose,T20I,0,28,7.27,21.46,44.15
G Bakiweyem,T20I,0,28,6.61,22.39,49.03
Anjar Tadarus,T20I,0,28,7.36,22.21,41.42
Aminata Kamara,T20I,7,28,5.27,18.68,58.49
G Ngegba,T20I,7,28,5.29,12.71,51.24
L Balaji,ODI,6,28,5.55,32.11,57.82
LM Jongwe,ODI,6,28,5.97,38.04,50.84
KM Jadhav,ODI,6,28,5.2,35.46,45.5
Tapash Baisya,ODI,6,28,5.71,38.82,57.27
MJ Humphreys,T20I,0,28,6.93,16.57,41.54
MG Bracewell,Test,3,28,3.6,42.79,71.24
Mohammad Kamran,T20I,7,28,4.84,12.36,60.61
Mohammad Nawaz,ODI,6,28,5.08,39.39,48.92
A Kamboj,IPL,5,28,8.86,21.57,41.56
Tuba Hassan,T20I,0,28,6.7,25.79,43.59
Mohammad Ilyas,PSL,5,28,9.29,25.39,38.13
Mohammad Hasnain,T20I,5,28,8.46,30.11,38.96
Shahadat Hossain,ODI,6,28,6.11,55.39,54.66
Akash Deep,Test,3,28,3.85,35.79,70.36
BTJ Wheal,T20I,5,28,8.48,25.04,41.94
Arshad Iqbal,PSL,5,28,9.14,27.46,33.86
ML Cummins,Test,3,28,3.24,38.71,73.19
Arshdeep Singh,ODI,1,28,5.38,21.82,58.36
Ayan Khan,ODI,6,28,4.82,32.96,55.7
Avesh Khan,T20I,5,28,8.75,24.89,44.35
EJB Miles,T20I,0,28,6.44,15.64,38.73
Sanjida Akter Meghla,T20I,7,28,4.99,14.21,50.52
Ghulam Fatima,ODI,1,28,4.56,21.29,51.53
Nik Nur Atiela,T20I,7,28,5.2,11.36,48.77
P Kumar,Test,3,28,2.6,24.89,78.52
O Bell,T20I,0,28,6.06,14.93,50.48
SO Tikolo,ODI,6,28,5.06,32.21,50.84
J Goswami,T20I,0,28,5.74,20.32,51.6
J Srinath,ODI,1,28,3.86,19.07,68.19
JJ Huo,T20I,0,28,8.12,15.04,43.09
V Baskaran,T20I,5,28,7.37,25.21,41.22
SS Weerakkody,ODI,1,28,4.51,29.18,61.79
Aamer Yamin,PSL,5,28,8.85,29.75,36.99
STR Binny,IPL,5,28,7.64,27.07,34.29
N Shree Charani,T20I,0,28,7.57,17.07,35.62
E Kubwimana,T20I,5,28,9.2,21.79,40.2
N Pokana,ODI,1,28,4.09,19.43,63.08
Abdul Razzaq,Test,3,28,3.68,33.71,70.71
PV Tambe,IPL,5,28,7.75,30.46,32.58
AR Adams,ODI,1,28,5.37,25.86,61.31
IK Pathan,T20I,5,28,8.07,21.04,41.78
H Lakov,T20I,5,28,8.19,26.43,45.76
CB Mpofu,T20I,5,28,9.28,31.75,36.87
Iftikhar Ahmed,PSL,5,28,8.2,25.82,34.97
D Sabir,T20I,0,28,5.91,12.29,43.55
R Hekure,ODI,1,28,4.49,24.61,56.74
SI Kamea,ODI,1,28,5.09,27.36,60.35
R Oa,T20I,7,28,4.76,10.43,53.53
SA Mohandas,T20I,0,28,7.64,23.75,47.89
S Vashisht,T20I,0,28,6.49,17.0,53.18
ZL Win,T20I,7,28,4.05,12.79,66.23
J Rasu,T20I,0,28,7.41,19.75,45.31
J Baguma,T20I,7,28,6.19,12.86,55.87
AR Cusack,T20I,0,28,7.07,20.04,40.97
AJ McKay,ODI,1,28,5.18,28.57,59.87
AD Mathews,IPL,5,28,8.17,38.54,29.92
Rishad Hossain,ODI,1,28,5.48,25.07,49.22
Hisham Sheikh,T20I,5,28,7.13,24.25,39.05
RRS Cornwall,Test,3,27,2.87,44.26,73.28
XC Bartlett,T20I,0,27,7.92,19.59,41.9
HNK Jensen,ODI,6,27,5.12,34.0,55.44
Hunain Shah,PSL,5,27,8.96,20.41,39.57
R Coker,T20I,0,27,5.72,19.96,48.67
RM Haq,ODI,1,27,4.6,24.59,54.04
Huzaifa Mohammed,T20I,0,27,6.08,19.56,48.37
SE Bond,T20I,0,27,6.99,20.11,48.93
CA Henry,T20I,6,27,6.76,30.96,47.84
Robiul Islam,Test,3,27,3.14,36.74,73.71
RW Price,Test,3,27,3.17,37.63,74.35
IG Butler,T20I,0,27,8.04,17.81,40.95
Jahanara Alam,ODI,1,27,4.68,31.44,61.21
Asmavia Iqbal,ODI,6,27,5.43,37.37,56.68
TT Bresnan,T20I,5,27,8.0,32.85,40.9
Enamul Haque jnr,Test,3,27,3.1,55.07,71.24
Sikandar Raza,PSL,5,27,8.41,27.37,28.27
MJ Mason,ODI,1,27,5.12,30.07,59.41
J Theron,T20I,0,27,7.63,17.67,38.67
SMSM Senanayake,T20I,0,27,6.78,20.33,42.8
A Wright,T20I,7,27,5.22,16.74,48.08
J Botha,IPL,5,27,6.92,29.63,38.62
PHT Kaushal,Test,3,27,3.92,40.93,61.24
W Peatfield,T20I,7,27,5.48,11.37,53.57
O Prendergast,ODI,6,27,4.94,34.04,64.07
R Dhawan,IPL,5,27,8.04,33.0,32.78
JA Richardson,ODI,6,27,5.87,29.37,53.83
J Nkomo,ODI,1,27,3.82,17.85,67.02
Festus Benn,T20I,0,27,6.48,15.0,44.53
Faheem Ashraf,Test,3,27,3.1,36.7,77.03
Kartik Tyagi,IPL,5,27,9.72,37.15,36.51
Sohail Khan,Test,3,27,3.67,41.67,71.43
K Mirpuri,T20I,5,27,8.04,29.0,40.75
A Hartley,ODI,1,27,4.26,26.59,58.2
Mohammed Shami,T20I,5,27,8.98,27.0,40.25
MN Samuels,T20I,5,27,7.89,23.63,33.81
Mohammed Nadeem,T20I,0,27,6.37,20.3,41.47
KJ Abbott,T20I,0,27,7.87,20.11,41.79
K Goud,ODI,1,27,5.82,27.56,58.02
EB Ringera,T20I,0,27,7.01,19.52,46.12
AH Maqsood,ODI,7,27,4.61,16.63,58.39
Suyash Sharma,IPL,5,27,8.66,40.11,33.73
Arafat Sunny,ODI,1,27,4.33,20.59,55.84
CN Greaves,T20I,5,27,7.53,21.52,32.61
GM Muthui,T20I,0,27,6.97,17.85,53.25
DR Smith,IPL,5,27,8.95,30.0,32.97
Nahid Rana,Test,3,27,4.55,41.67,64.67
JH Davey,ODI,1,27,4.82,23.67,60.75
Sajid Liaqat,T20I,5,27,9.41,18.07,42.12
Rumana Ahmed,ODI,1,26,4.24,25.65,58.11
RJ Peterson,T20I,0,26,7.54,17.35,40.95
BC Fortuin,T20I,5,26,8.12,25.0,40.83
BA Stokes,T20I,5,26,8.44,31.12,33.74
Panna Ghosh,T20I,7,26,5.42,14.12,54.19
Zaker Taqawi,T20I,0,26,6.6,11.35,44.4
Raza Iqbal,T20I,0,26,5.64,16.27,43.56
RJ Sidebottom,T20I,0,26,7.14,16.81,43.6
Z Burgess,T20I,7,26,5.73,18.85,56.14
BE Hendricks,T20I,5,26,9.15,24.12,36.74
AM Kamara,T20I,1,26,4.88,21.0,58.87
Vinu Kumar,T20I,7,26,5.43,16.38,53.5
D Koralalage,T20I,7,26,3.86,8.04,70.77
Nadeem Ahmed,ODI,1,26,4.38,24.88,63.25
V Mansale,T20I,7,26,5.71,15.73,55.35
SW Tait,IPL,5,26,7.97,24.62,46.06
E Otieno,T20I,0,26,7.5,21.12,47.61
NN Odhiambo,T20I,5,26,8.51,22.85,38.66
V Ganesan,T20I,0,26,5.78,17.35,44.44
J Kariko,T20I,7,26,5.18,13.54,48.53
PF Gallagher,T20I,0,26,6.06,14.65,41.91
PR Stirling,ODI,6,26,4.99,46.69,48.84
RA Mair,ODI,6,26,5.25,40.5,56.86
R Ravindra,T20I,0,26,6.88,16.92,42.71
C Karunaratne,ODI,6,26,5.74,29.42,48.5
C Karunaratne,T20I,5,26,8.19,36.19,30.04
Aamer Jamal,PSL,5,26,10.36,29.88,36.67
Jaspreet Singh,T20I,0,26,7.1,18.42,41.73
Muhammad Asim,T20I,0,26,7.13,21.88,39.87
Muhammad Jabir,T20I,5,26,8.55,26.46,37.89
Mohammad Ghazanfar,T20I,0,26,6.75,20.85,39.42
Khalid Zahid,T20I,0,26,7.1,23.62,45.86
M Magagula,T20I,5,26,8.53,19.69,42.78
L Wood,PSL,5,26,7.94,23.15,39.12
Akash Madhwal,IPL,5,26,9.86,22.69,31.2
Haseeb Amjad,T20I,0,26,7.17,13.19,45.99
S Dunukedeniya,T20I,7,26,4.29,6.96,65.22
HM Rowe,T20I,5,26,7.91,21.69,42.06
Lucas Rossi,T20I,7,26,4.95,11.08,52.15
S Glenn,ODI,1,26,4.34,21.04,57.07
HL Colvin,T20I,0,26,5.2,14.35,40.7
Kushal Malla,ODI,1,26,4.29,29.62,55.48
S Joseph,T20I,5,26,9.26,24.15,38.82
Sameen Gul,PSL,5,26,8.65,27.35,41.18
Junaid Khan,T20I,0,26,6.55,21.46,53.82
Basil Thampi,IPL,5,26,9.72,32.54,31.23
U Shantu,T20I,7,26,6.43,11.38,58.33
Shoaib Malik,T20I,5,26,7.26,24.38,34.92
Milad Momend,T20I,0,26,8.6,15.15,40.73
MP Kuhnemann,Test,1,26,3.24,21.35,71.5
Usman Khalid,T20I,0,26,5.94,19.69,48.36
PM Seelaar,ODI,6,26,4.78,38.92,52.87
D Ravu,T20I,0,26,7.36,18.27,42.38
Naveen-ul-Haq,IPL,5,26,9.05,22.73,35.71
C Abel,T20I,0,26,5.93,13.62,47.21
LB Williams,T20I,5,25,9.54,24.92,34.18
H Thaker,ODI,6,25,4.34,31.48,54.73
Ali Raza,PSL,5,25,9.18,18.84,38.31
Sonam,T20I,7,25,5.84,18.68,56.46
Utkarsh Jain,T20I,0,25,5.7,17.36,49.02
CJPF Kalugamage,T20I,0,25,6.88,18.72,39.46
Muhammad Moiz,T20I,0,25,8.3,16.04,45.17
GB Brent,ODI,6,25,4.83,35.48,62.28
Ada Bhasin,T20I,7,25,4.51,14.68,63.73
GB Hogg,IPL,5,25,7.45,22.8,37.04
Atif Mehmood,T20I,7,25,5.23,15.76,56.86
Sufiyan Muqeem,T20I,0,25,6.3,12.52,47.65
MK Thakur,T20I,0,25,5.92,17.52,48.87
KP Meiyappan,T20I,0,25,7.06,14.68,36.86
KS Leverock,T20I,0,25,6.61,18.24,48.79
Shoaib Malik,Test,3,25,3.25,41.92,66.53
A Nanda,T20I,5,25,7.94,26.04,45.73
A Nao,T20I,7,25,6.0,14.64,51.91
Mehran Khan,T20I,0,25,7.02,20.92,42.73
Ahmadullah Shinwari,T20I,0,25,6.97,22.44,50.31
Al-Amin Hossain,ODI,1,25,5.5,24.32,57.47
S Mahmood,ODI,1,25,5.19,29.12,59.03
DAS Gunaratne,ODI,6,25,5.2,28.92,42.93
Yasir Shah,ODI,6,25,5.34,46.0,45.4
L Piety,T20I,7,25,4.45,7.6,57.42
G Kodali,T20I,0,25,6.1,21.44,51.8
T Panyangara,Test,3,25,2.33,21.08,81.34
LCN Smith,T20I,0,25,6.64,21.52,41.15
M Dillon,ODI,1,25,4.53,28.96,60.48
M Daniels,T20I,1,25,5.09,21.28,57.74
L Tshuma,ODI,1,25,4.5,24.2,54.84
LV Boas,T20I,7,25,4.92,10.52,62.31
Amar Sharma,T20I,5,25,8.41,34.08,37.5
FR Davies,T20I,0,25,6.82,21.36,45.53
NK Yadav,T20I,0,25,7.8,16.28,46.33
E Kamara,T20I,7,25,5.32,16.08,55.63
J Nyirankundineza,T20I,7,25,5.13,13.92,57.25
B Shikongo,ODI,6,25,5.96,32.96,56.63
J Gunasekar,T20I,7,25,5.11,13.16,46.63
JA Duffy,Test,1,25,2.35,16.28,81.04
Nasir Hossain,ODI,6,25,4.74,39.2,49.88
Naveed Ahmed,T20I,5,25,7.28,23.92,40.37
ASF Sirah,T20I,0,25,6.98,17.6,41.8
P Jayawickrama,Test,3,25,2.92,25.68,75.93
NR Sciver-Brunt,ODI,1,25,4.74,29.16,56.88
NMP Suwandewi,T20I,7,25,3.66,12.28,67.0
Nadeem Ahmed,T20I,0,25,6.46,16.4,47.24
JEC Franklin,T20I,0,25,7.54,16.68,38.25
V Araa,T20I,7,25,5.36,14.4,48.64
JN Loftie-Eaton,T20I,5,25,7.65,22.24,35.09
B Arora,T20I,5,25,7.73,30.92,39.33
Gaurav Tiwari,T20I,0,25,6.43,19.56,49.78
R Kalimuthu,T20I,0,25,8.16,17.24,44.48
R Musamali,T20I,0,25,5.68,18.48,49.8
R Hashu,T20I,0,25,7.46,10.6,46.01
SM Ervine,ODI,1,25,5.25,27.12,51.61
PWA Mulder,ODI,6,25,6.27,34.96,48.39
D Paterson,Test,3,25,2.95,26.24,74.93
H Osinde,ODI,1,25,4.67,21.32,67.88
CB Mpofu,Test,3,25,3.44,47.16,73.43
CAH Stevenson,ODI,1,25,5.55,25.68,56.2
Hassan Khan,PSL,5,25,7.83,34.96,33.13
RJ Sidebottom,ODI,6,25,4.9,37.44,59.51
RE van der Merwe,IPL,0,25,6.74,19.92,35.89
S Solman,T20I,7,25,5.57,18.08,56.06
S Rana,Test,1,25,3.08,21.84,74.48
Raaz Mohammad,T20I,0,25,6.93,17.84,39.64
HS Baidwan,ODI,1,25,5.33,28.56,56.22
I Chathurani,T20I,7,24,3.27,6.75,65.99
Aizaz Cheema,ODI,1,24,5.4,24.71,52.81
NJ Carey,ODI,1,24,4.27,25.54,55.63
Aqib Ilyas,ODI,6,24,4.76,29.58,52.96
L Delany,ODI,6,24,4.74,39.08,51.26
Khaled Mahmud,ODI,6,24,5.19,43.25,52.04
NN Odhiambo,ODI,6,24,5.81,36.12,58.77
Salman Mirza,T20I,0,24,6.41,15.46,52.45
AS Rajpoot,IPL,5,24,9.06,33.92,39.52
OE Taylor,T20I,0,24,6.45,10.79,46.06
Asif Ali,T20I,0,24,6.34,20.0,42.07
KM Jarvis,T20I,5,24,8.81,22.46,38.69
TM McGrath,T20I,5,24,8.0,21.5,35.14
N Dutta,T20I,0,24,6.59,20.88,39.04
LA Marsh,Test,3,24,2.4,31.96,78.53
LH Rodrigues,T20I,7,24,5.26,13.62,57.64
LL Htun,T20I,7,24,4.74,12.96,53.81
Abdur Razzak,Test,3,24,3.52,59.58,68.88
Muhammad Musa,PSL,5,24,9.56,26.75,38.21
P Kumbhare,T20I,7,24,4.59,11.71,61.58
MA Nyabela,T20I,0,24,6.21,18.08,54.18
Ihsanullah,PSL,0,24,7.65,16.58,43.59
WGAKK Kulasuriya,ODI,6,24,4.91,35.62,57.38
LS Barkania,T20I,7,24,4.88,11.79,55.75
P Mapotsane,T20I,7,24,5.92,12.25,57.72
P Maziya,T20I,7,24,4.8,10.83,58.15
PADLR Sandakan,T20I,5,24,7.27,23.21,34.35
SL Quintyne,T20I,0,24,5.51,16.38,40.42
Saud Munir,T20I,0,24,6.29,13.54,40.0
Fawad Ahmed,PSL,5,24,7.38,27.33,34.15
Prince Yadav,IPL,5,24,8.8,22.0,37.22
JT Ball,ODI,6,24,6.2,40.83,49.37
Mohammad Irfan (4),PSL,5,24,9.13,24.54,36.95
Fanyan Mughal,T20I,0,24,7.53,24.21,46.0
M Valner,T20I,7,24,4.26,9.96,60.53
SAN Maypriani,T20I,7,24,3.61,10.75,65.97
DK Shetty,T20I,0,24,6.78,18.54,52.28
Iqbal Hussain,T20I,0,24,6.49,8.33,44.86
B Fernando,T20I,5,24,8.21,27.25,37.66
C Bull,T20I,7,24,5.2,17.25,56.69
DNT Zoysa,ODI,1,24,4.52,24.25,64.9
Sohag Gazi,ODI,1,24,4.72,30.08,55.94
Sohail Tanvir,IPL,7,24,6.44,11.08,52.42
B Khumalo,T20I,0,24,7.37,23.58,44.47
Sufyan Mehmood,T20I,5,24,8.43,23.42,30.75
Shahbaz Ahmed,IPL,5,24,9.65,41.17,27.36
BJ Dwarshuis,T20I,5,24,9.38,22.33,35.28
HV Mandhyan,T20I,0,24,7.13,19.5,45.69
HR Walsh,ODI,6,24,5.55,37.08,47.92
ZGF Foulkes,T20I,5,24,8.85,26.42,41.86
SW Masakadza,ODI,5,24,7.03,30.38,47.75
Kushal Malla,T20I,0,24,6.45,16.88,40.58
Shoaib Rafiq,T20I,7,24,4.57,10.92,63.08
Shorna Akter,T20I,0,24,7.15,19.62,36.71
MM Letsoalo,ODI,1,24,3.38,20.17,71.21
FA Allen,T20I,5,24,7.57,31.92,34.93
Waseem Yaqoob,T20I,0,24,7.92,13.25,41.49
Aiman Anwer,T20I,5,23,7.37,33.87,36.75
F Chipare,T20I,0,23,7.14,23.61,43.86
HRA Rainey,T20I,0,23,5.53,20.74,51.93
WP Masakadza,ODI,6,23,5.08,50.17,45.49
Rehan Ahmed,Test,1,23,3.97,29.87,65.51
DA Blignaut,T20I,0,23,7.44,14.83,40.73
M Vumiliya,T20I,7,23,4.65,11.57,58.31
Mohammad Nadeem,ODI,6,23,5.53,32.48,51.17
K Fletcher,T20I,0,23,6.79,18.96,50.39
JP Duminy,IPL,5,23,7.38,36.26,35.69
J Maguire,ODI,6,23,4.72,34.57,59.55
AM Peterson,T20I,0,23,6.55,14.52,40.2
CJ Jordan,Test,3,23,2.93,32.7,77.91
MS Beresford,T20I,7,23,6.11,16.74,54.23
SC Ganguly,ODI,6,23,5.09,38.13,49.32
Ehsan Khan,ODI,1,23,4.4,22.39,59.46
BW Hilfenhaus,IPL,0,23,7.66,20.83,49.07
Ali Naseer,ODI,1,23,5.61,28.0,55.44
B Masaba,T20I,0,23,5.49,14.39,43.92
T Murphy,Test,3,23,3.2,26.91,72.07
H Kaur,ODI,6,23,5.14,43.78,49.02
C Green,IPL,5,23,9.41,34.57,36.69
C Forshaw,T20I,0,23,8.19,14.3,39.42
S Dhaniram,ODI,7,23,4.4,17.52,57.01
K Senamontree,T20I,0,23,6.8,17.83,51.1
K Ota,T20I,0,23,6.02,14.65,49.4
P Utseya,T20I,5,23,7.28,33.48,34.65
SK Awiah,T20I,0,23,6.44,12.74,40.29
DT Tiripano,Test,3,23,2.76,48.96,76.73
D Birrell,T20I,7,23,6.52,14.13,54.18
CS Nascimento,T20I,7,23,4.83,12.17,53.45
M Dale-Bradley,T20I,0,23,6.63,18.17,41.53
Jay Odedra,ODI,1,23,4.0,24.7,63.26
Pyae Phyo Wai,T20I,0,23,6.82,19.78,47.25
CJ Metcalfe,T20I,0,23,5.76,15.83,46.97
GA Elwiss,ODI,1,23,3.8,22.65,65.74
P Agboya,T20I,7,23,3.79,9.35,65.88
KV Morea,ODI,1,23,4.38,22.17,60.09
EC Bargna,T20I,7,23,5.44,16.04,61.18
SR Patel,ODI,6,23,5.6,46.48,40.79
A Symonds,IPL,5,23,7.66,29.3,39.02
A Symonds,Test,3,23,2.52,35.65,78.62
G Stewart,T20I,0,23,6.91,21.7,43.65
Noman Amjad,T20I,5,23,7.34,29.7,47.13
Najjam Shahzad,T20I,0,23,6.99,19.65,45.88
N Pokana,T20I,5,23,7.39,25.13,44.56
E Anyipo,T20I,1,23,5.21,20.22,62.31
SP Narine,PSL,0,23,6.25,18.22,43.78
LA Dawson,PSL,5,23,7.79,28.61,36.49
TW Hartley,Test,3,23,3.16,34.57,71.49
FH Edwards,T20I,5,23,8.1,26.83,42.89
AC Mushangwe,T20I,7,23,3.1,5.96,67.17
E Bisht,T20I,7,23,4.67,11.65,47.38
L Chipanga,T20I,7,23,3.62,11.09,67.85
WGAKK Kulasuriya,T20I,5,23,6.98,27.48,45.86
S Gooch,T20I,0,23,7.38,15.78,45.42
NG Smith,ODI,6,23,6.4,31.57,51.98
HER Tyler,T20I,5,23,8.87,22.43,37.54
MJG Nielsen,ODI,1,23,4.01,21.17,65.43
S Pradhan,T20I,0,23,6.83,21.39,43.52
S Muthusamy,Test,1,23,3.76,26.35,68.39
S Godara,T20I,7,23,6.52,15.83,58.51
Abbas Ghani,T20I,5,23,9.11,16.3,40.08
H Lin Aung,T20I,0,23,7.07,16.91,46.36
Irfan Hafejee,T20I,0,22,6.77,15.95,47.59
VJ Kingma,T20I,5,22,7.49,27.41,49.69
JOA Gordon,T20I,0,22,7.42,18.5,50.76
JP Duminy,T20I,5,22,7.73,27.23,32.04
M Sarenac,T20I,5,22,8.61,23.27,42.02
S Wickramasekara,T20I,0,22,7.15,17.82,41.03
RMS Eranga,ODI,6,22,5.8,29.64,55.56
EL Bartram,T20I,0,22,6.34,20.27,53.32
AC Agar,ODI,6,22,5.23,43.55,45.9
M Vervitsioti,T20I,0,22,6.61,19.77,49.87
M Prasidh Krishna,Test,6,22,4.7,34.36,64.97
Gayan Munaweera,T20I,5,22,8.17,21.23,39.36
RD Berrington,T20I,5,22,7.6,23.36,30.54
JP Behrendorff,IPL,5,22,9.05,25.09,39.89
SC Williams,Test,3,22,3.1,46.23,67.04
S Venkataraman,T20I,7,22,4.09,7.23,63.09
R Ova,T20I,7,22,4.2,9.68,60.2
D Abeyrathna,T20I,0,22,6.95,16.95,43.17
Sultana Khatun,ODI,1,22,4.03,27.64,62.91
B Muzarabani,PSL,0,22,7.77,19.36,42.55
Zaheer Zahiri,T20I,0,22,7.11,18.09,47.62
Zeerak Chughtai,T20I,5,22,8.62,17.64,33.7
Xu Qian,T20I,7,22,3.47,12.23,66.45
TI Gajanayake,T20I,0,22,6.44,22.77,46.25
Shafiul Islam,T20I,5,22,8.11,23.09,38.56
CO Obuya,T20I,0,22,6.51,15.18,45.13
Shoriful Islam,Test,3,22,3.11,38.59,75.06
Hamza Tahir,T20I,5,22,8.28,21.82,33.91
MR Gillespie,Test,1,22,4.21,24.05,68.7
B Regmi,T20I,0,22,6.29,14.64,39.41
H Carlyon,T20I,0,22,5.76,16.23,48.92
HAM Shah,T20I,0,22,6.37,10.95,44.93
J Ramanandi,T20I,5,22,8.07,14.91,25.82
Shah Abrar Hussain,T20I,5,22,7.54,25.14,36.36
MPP San,T20I,7,22,4.97,14.0,54.3
Hussain Talat,PSL,5,22,9.21,26.59,28.87
I Udana,ODI,6,22,6.33,41.91,44.85
AD Russell,PSL,5,22,8.73,21.95,36.14
NK Aneesh Kumar,T20I,0,22,6.65,26.09,45.75
NP Kenjige,T20I,5,22,7.52,25.18,39.37
S Mahmood,T20I,5,22,9.28,26.64,38.26
DB Sharma,Test,1,22,2.37,19.5,77.92
DAJ Bracewell,T20I,5,22,9.04,21.36,39.74
Salma Khatun,ODI,1,22,3.91,27.68,62.1
WPUJC Vaas,IPL,0,22,7.5,16.14,47.18
L Mabhero,T20I,0,22,5.78,22.0,49.0
SY Win,T20I,7,22,4.57,8.73,51.59
N Burger,ODI,1,22,6.12,26.14,58.33
Anwar Rahman,T20I,0,22,5.94,14.68,45.4
Asif Afridi,PSL,5,22,7.44,23.23,41.02
P Cuinica,T20I,7,22,5.48,18.64,61.47
FG Kemp,T20I,0,22,7.88,19.41,44.0
H Masakadza,ODI,6,22,5.7,52.82,43.42
WW Hinds,ODI,1,22,4.95,23.0,47.8
Wahidullah Sahak,T20I,0,22,7.87,15.32,43.97
Nonoha Yasumoto,T20I,7,22,4.24,13.0,63.95
T Taylor,T20I,0,22,7.17,18.05,46.69
T Perera,T20I,5,22,8.42,20.41,42.19
K Thuchila,T20I,7,22,5.47,16.27,56.49
KMA Paul,T20I,5,22,8.99,29.36,33.64
U Peace,T20I,7,22,4.23,14.09,59.77
DS Lehmann,ODI,0,22,4.99,22.14,45.13
AS Joseph,IPL,5,22,9.53,31.41,39.54
A Karmacharya,T20I,7,22,4.61,10.27,56.8
Fayaz Khan,T20I,0,22,7.88,19.45,42.33
Amad Butt,PSL,5,22,9.76,30.91,31.1
Bipul Sharma,IPL,5,22,8.06,26.0,32.63
Abdul Razzaq,T20I,0,22,6.71,16.68,47.26
LCN Smith,ODI,1,22,4.33,19.09,58.59
MW Forde,ODI,6,22,5.98,31.55,57.18
G Coetzee,T20I,5,22,9.19,25.91,44.62
MD Shanaka,ODI,6,22,5.5,38.14,47.16
LS Livingstone,ODI,6,22,6.29,41.86,42.94
K Gowtham,IPL,5,22,8.24,36.73,36.73
O Thomas,T20I,5,22,9.14,29.0,40.57
Umaima Sohail,T20I,0,22,5.75,15.5,42.13
N Deonarine,Test,3,22,3.03,29.59,68.09
VY Mahesh,IPL,5,22,8.65,22.68,36.71
SI Mahmood,Test,3,22,4.02,34.64,69.45
J Jarvis,ODI,1,22,5.26,25.73,57.43
MG Neser,Test,1,22,3.2,18.91,73.94
FJ Klaassen,ODI,1,22,4.5,29.77,60.87
XSD Smith,T20I,7,21,4.78,10.95,53.29
C Viljoen,T20I,0,21,6.29,11.24,42.22
Zeefa Jilani,T20I,7,21,5.15,14.33,48.72
TD Smartt,T20I,0,21,5.73,20.33,51.68
Aamer Jamal,Test,1,21,4.57,32.86,64.79
STR Binny,ODI,7,21,5.35,20.9,53.86
F Stoman,T20I,0,21,6.51,18.38,49.72
F Odhiambo,T20I,7,21,5.02,14.9,55.88
F Mutua,T20I,0,21,7.4,13.81,42.13
FC Jonas,ODI,6,21,4.59,40.52,54.86
GK Berg,T20I,0,21,6.49,15.19,50.51
AK Maguire,ODI,0,21,6.06,27.43,43.68
A Martel,T20I,0,21,6.62,20.29,39.9
CO Obuya,ODI,6,21,4.87,32.52,52.32
Agha Salman,Test,3,21,3.75,55.29,64.1
GT Main,T20I,0,21,8.27,16.29,44.35
JDP Oram,T20I,5,21,8.62,37.76,33.15
PE Kulume,T20I,7,21,5.18,14.52,55.81
PK Matautaava,T20I,0,21,5.82,15.52,48.21
AB Kaur,ODI,6,21,6.17,32.52,52.56
D Robson,T20I,7,21,6.04,14.95,51.92
SI Kamea,T20I,0,21,7.2,22.05,46.89
Mohammad Nawaz (3),T20I,5,21,7.06,25.9,42.86
Mohammad Sami,T20I,0,21,8.29,18.43,44.64
Mohammad Hasnain,ODI,6,21,6.29,35.95,50.56
Ebadat Hossain,ODI,7,21,5.47,21.1,55.97
M Yunusu Issa,T20I,0,21,7.14,18.48,47.55
